UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW,XEFGNDRUN,EFGNDRUN,XEFGNDRAN,EFGNDRAN,XEFGNDRUA,EFGNDRUA,XEFGNDRKN,EFGNDRKN
199768,20,99,3,1,R,899,R,300,R,599,R,2,R,2,R,0,R,3,R,3,R,0,R,31,R,8,R,23,R,173,R,55,R,118,R,1,R,0,R,1,R,656,R,218,R,438,R,25,R,9,R,16,R,8,R,5,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199768,21,14,1,4,R,756,R,344,R,412,R,1,R,1,R,0,R,9,R,5,R,4,R,9,R,2,R,7,R,165,R,71,R,94,R,0,R,0,R,0,R,521,R,245,R,276,R,19,R,7,R,12,R,32,R,13,R,19,R,0,R,0,R,0,A,,A,,A,,A,
199768,22,8,1,1,R,756,R,344,R,412,R,1,R,1,R,0,R,9,R,5,R,4,R,9,R,2,R,7,R,165,R,71,R,94,R,0,R,0,R,0,R,521,R,245,R,276,R,19,R,7,R,12,R,32,R,13,R,19,R,0,R,0,R,0,A,,A,,A,,A,
199768,23,6,1,1,R,601,R,277,R,324,R,1,R,1,R,0,R,5,R,4,R,1,R,8,R,1,R,7,R,118,R,57,R,61,R,0,R,0,R,0,R,433,R,199,R,234,R,19,R,7,R,12,R,17,R,8,R,9,R,0,R,0,R,0,A,,A,,A,,A,
199768,24,1,1,1,R,244,R,119,R,125,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,48,R,22,R,26,R,0,R,0,R,0,R,177,R,89,R,88,R,7,R,3,R,4,R,10,R,4,R,6,R,0,R,0,R,0,A,,A,,A,,A,
199768,25,99,1,1,R,357,R,158,R,199,R,1,R,1,R,0,R,3,R,3,R,0,R,8,R,1,R,7,R,70,R,35,R,35,R,0,R,0,R,0,R,256,R,110,R,146,R,12,R,4,R,8,R,7,R,4,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199768,31,7,1,1,R,155,R,67,R,88,R,0,R,0,R,0,R,4,R,1,R,3,R,1,R,1,R,0,R,47,R,14,R,33,R,0,R,0,R,0,R,88,R,46,R,42,R,0,R,0,R,0,R,15,R,5,R,10,R,0,R,0,R,0,A,,A,,A,,A,
199768,39,2,1,1,R,40,R,12,R,28,R,0,R,0,R,0,R,1,R,1,R,0,R,2,R,0,R,2,R,2,R,1,R,1,R,0,R,0,R,0,R,33,R,10,R,23,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
199768,40,3,1,1,R,317,R,146,R,171,R,1,R,1,R,0,R,2,R,2,R,0,R,6,R,1,R,5,R,68,R,34,R,34,R,0,R,0,R,0,R,223,R,100,R,123,R,11,R,4,R,7,R,6,R,4,R,2,R,0,R,0,R,0,A,,A,,A,,A,
199768,41,28,2,4,R,2040,R,755,R,1285,R,2,R,2,R,0,R,8,R,5,R,3,R,56,R,16,R,40,R,441,R,162,R,279,R,3,R,1,R,2,R,1407,R,518,R,889,R,42,R,16,R,26,R,81,R,35,R,46,R,0,R,0,R,0,A,,A,,A,,A,
199768,42,22,2,1,R,2040,R,755,R,1285,R,2,R,2,R,0,R,8,R,5,R,3,R,56,R,16,R,40,R,441,R,162,R,279,R,3,R,1,R,2,R,1407,R,518,R,889,R,42,R,16,R,26,R,81,R,35,R,46,R,0,R,0,R,0,A,,A,,A,,A,
199768,43,20,2,1,R,874,R,256,R,618,R,1,R,1,R,0,R,1,R,1,R,0,R,35,R,10,R,25,R,172,R,44,R,128,R,1,R,0,R,1,R,629,R,186,R,443,R,24,R,8,R,16,R,11,R,6,R,5,R,0,R,0,R,0,A,,A,,A,,A,
199768,44,15,2,1,R,227,R,91,R,136,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,2,R,2,R,64,R,22,R,42,R,0,R,0,R,0,R,148,R,62,R,86,R,5,R,2,R,3,R,6,R,3,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199768,45,99,2,1,R,647,R,165,R,482,R,1,R,1,R,0,R,1,R,1,R,0,R,31,R,8,R,23,R,108,R,22,R,86,R,1,R,0,R,1,R,481,R,124,R,357,R,19,R,6,R,13,R,5,R,3,R,2,R,0,R,0,R,0,A,,A,,A,,A,
199768,51,21,2,1,R,1166,R,499,R,667,R,1,R,1,R,0,R,7,R,4,R,3,R,21,R,6,R,15,R,269,R,118,R,151,R,2,R,1,R,1,R,778,R,332,R,446,R,18,R,8,R,10,R,70,R,29,R,41,R,0,R,0,R,0,A,,A,,A,,A,
199768,59,16,2,1,R,65,R,11,R,54,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,1,R,5,R,3,R,1,R,2,R,0,R,0,R,0,R,48,R,6,R,42,R,5,R,1,R,4,R,3,R,2,R,1,R,0,R,0,R,0,A,,A,,A,,A,
199768,60,17,2,1,R,582,R,154,R,428,R,1,R,1,R,0,R,1,R,1,R,0,R,25,R,7,R,18,R,105,R,21,R,84,R,1,R,0,R,1,R,433,R,118,R,315,R,14,R,5,R,9,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
199786,1,29,3,4,R,4827,R,1852,R,2975,R,16,R,6,R,10,R,124,R,47,R,77,R,896,R,265,R,631,R,1030,R,393,R,637,R,4,R,4,R,0,R,2416,R,1008,R,1408,R,123,R,38,R,85,R,107,R,52,R,55,R,111,R,39,R,72,R,0,A,,R,0,R,4827
199786,2,99,3,1,R,4827,R,1852,R,2975,R,16,R,6,R,10,R,124,R,47,R,77,R,896,R,265,R,631,R,1030,R,393,R,637,R,4,R,4,R,0,R,2416,R,1008,R,1408,R,123,R,38,R,85,R,107,R,52,R,55,R,111,R,39,R,72,R,0,A,,R,0,R,4827
199786,3,99,3,1,R,3080,R,1147,R,1933,R,10,R,4,R,6,R,66,R,21,R,45,R,687,R,186,R,501,R,658,R,258,R,400,R,3,R,3,R,0,R,1391,R,580,R,811,R,90,R,27,R,63,R,67,R,30,R,37,R,108,R,38,R,70,A,,A,,A,,A,
199786,4,99,3,1,R,815,R,346,R,469,R,4,R,2,R,2,R,20,R,7,R,13,R,155,R,63,R,92,R,196,R,81,R,115,R,1,R,1,R,0,R,380,R,172,R,208,R,27,R,11,R,16,R,12,R,4,R,8,R,20,R,5,R,15,A,,A,,A,,A,
199786,5,99,3,1,R,2265,R,801,R,1464,R,6,R,2,R,4,R,46,R,14,R,32,R,532,R,123,R,409,R,462,R,177,R,285,R,2,R,2,R,0,R,1011,R,408,R,603,R,63,R,16,R,47,R,55,R,26,R,29,R,88,R,33,R,55,A,,A,,A,,A,
199786,11,99,3,1,R,1747,R,705,R,1042,R,6,R,2,R,4,R,58,R,26,R,32,R,209,R,79,R,130,R,372,R,135,R,237,R,1,R,1,R,0,R,1025,R,428,R,597,R,33,R,11,R,22,R,40,R,22,R,18,R,3,R,1,R,2,A,,A,,A,,A,
199786,19,99,3,1,R,305,R,87,R,218,R,2,R,0,R,2,R,8,R,3,R,5,R,115,R,25,R,90,R,38,R,16,R,22,R,0,R,0,R,0,R,107,R,34,R,73,R,9,R,0,R,9,R,12,R,2,R,10,R,14,R,7,R,7,A,,A,,A,,A,
199786,20,99,3,1,R,1960,R,714,R,1246,R,4,R,2,R,2,R,38,R,11,R,27,R,417,R,98,R,319,R,424,R,161,R,263,R,2,R,2,R,0,R,904,R,374,R,530,R,54,R,16,R,38,R,43,R,24,R,19,R,74,R,26,R,48,A,,A,,A,,A,
199786,21,14,1,4,R,1630,R,643,R,987,R,5,R,1,R,4,R,33,R,14,R,19,R,279,R,81,R,198,R,387,R,164,R,223,R,1,R,1,R,0,R,808,R,335,R,473,R,39,R,16,R,23,R,33,R,14,R,19,R,45,R,17,R,28,A,,A,,A,,A,
199786,22,8,1,1,R,1630,R,643,R,987,R,5,R,1,R,4,R,33,R,14,R,19,R,279,R,81,R,198,R,387,R,164,R,223,R,1,R,1,R,0,R,808,R,335,R,473,R,39,R,16,R,23,R,33,R,14,R,19,R,45,R,17,R,28,A,,A,,A,,A,
199786,23,6,1,1,R,1300,R,514,R,786,R,3,R,1,R,2,R,27,R,11,R,16,R,247,R,71,R,176,R,305,R,129,R,176,R,1,R,1,R,0,R,611,R,257,R,354,R,35,R,15,R,20,R,26,R,12,R,14,R,45,R,17,R,28,A,,A,,A,,A,
199786,24,1,1,1,R,459,R,201,R,258,R,1,R,0,R,1,R,11,R,3,R,8,R,74,R,28,R,46,R,109,R,48,R,61,R,0,R,0,R,0,R,232,R,109,R,123,R,19,R,9,R,10,R,5,R,2,R,3,R,8,R,2,R,6,A,,A,,A,,A,
199786,25,99,1,1,R,841,R,313,R,528,R,2,R,1,R,1,R,16,R,8,R,8,R,173,R,43,R,130,R,196,R,81,R,115,R,1,R,1,R,0,R,379,R,148,R,231,R,16,R,6,R,10,R,21,R,10,R,11,R,37,R,15,R,22,A,,A,,A,,A,
199786,31,7,1,1,R,330,R,129,R,201,R,2,R,0,R,2,R,6,R,3,R,3,R,32,R,10,R,22,R,82,R,35,R,47,R,0,R,0,R,0,R,197,R,78,R,119,R,4,R,1,R,3,R,7,R,2,R,5,R,0,R,0,R,0,A,,A,,A,,A,
199786,39,2,1,1,R,105,R,36,R,69,R,0,R,0,R,0,R,3,R,2,R,1,R,43,R,9,R,34,R,12,R,7,R,5,R,0,R,0,R,0,R,37,R,14,R,23,R,2,R,0,R,2,R,4,R,2,R,2,R,4,R,2,R,2,A,,A,,A,,A,
199786,40,3,1,1,R,736,R,277,R,459,R,2,R,1,R,1,R,13,R,6,R,7,R,130,R,34,R,96,R,184,R,74,R,110,R,1,R,1,R,0,R,342,R,134,R,208,R,14,R,6,R,8,R,17,R,8,R,9,R,33,R,13,R,20,A,,A,,A,,A,
199786,41,28,2,4,R,3197,R,1209,R,1988,R,11,R,5,R,6,R,91,R,33,R,58,R,617,R,184,R,433,R,643,R,229,R,414,R,3,R,3,R,0,R,1608,R,673,R,935,R,84,R,22,R,62,R,74,R,38,R,36,R,66,R,22,R,44,A,,A,,A,,A,
199786,42,22,2,1,R,3197,R,1209,R,1988,R,11,R,5,R,6,R,91,R,33,R,58,R,617,R,184,R,433,R,643,R,229,R,414,R,3,R,3,R,0,R,1608,R,673,R,935,R,84,R,22,R,62,R,74,R,38,R,36,R,66,R,22,R,44,A,,A,,A,,A,
199786,43,20,2,1,R,1780,R,633,R,1147,R,7,R,3,R,4,R,39,R,10,R,29,R,440,R,115,R,325,R,353,R,129,R,224,R,2,R,2,R,0,R,780,R,323,R,457,R,55,R,12,R,43,R,41,R,18,R,23,R,63,R,21,R,42,A,,A,,A,,A,
199786,44,15,2,1,R,356,R,145,R,211,R,3,R,2,R,1,R,9,R,4,R,5,R,81,R,35,R,46,R,87,R,33,R,54,R,1,R,1,R,0,R,148,R,63,R,85,R,8,R,2,R,6,R,7,R,2,R,5,R,12,R,3,R,9,A,,A,,A,,A,
199786,45,99,2,1,R,1424,R,488,R,936,R,4,R,1,R,3,R,30,R,6,R,24,R,359,R,80,R,279,R,266,R,96,R,170,R,1,R,1,R,0,R,632,R,260,R,372,R,47,R,10,R,37,R,34,R,16,R,18,R,51,R,18,R,33,A,,A,,A,,A,
199786,51,21,2,1,R,1417,R,576,R,841,R,4,R,2,R,2,R,52,R,23,R,29,R,177,R,69,R,108,R,290,R,100,R,190,R,1,R,1,R,0,R,828,R,350,R,478,R,29,R,10,R,19,R,33,R,20,R,13,R,3,R,1,R,2,A,,A,,A,,A,
199786,59,16,2,1,R,200,R,51,R,149,R,2,R,0,R,2,R,5,R,1,R,4,R,72,R,16,R,56,R,26,R,9,R,17,R,0,R,0,R,0,R,70,R,20,R,50,R,7,R,0,R,7,R,8,R,0,R,8,R,10,R,5,R,5,A,,A,,A,,A,
199786,60,17,2,1,R,1224,R,437,R,787,R,2,R,1,R,1,R,25,R,5,R,20,R,287,R,64,R,223,R,240,R,87,R,153,R,1,R,1,R,0,R,562,R,240,R,322,R,40,R,10,R,30,R,26,R,16,R,10,R,41,R,13,R,28,A,,A,,A,,A,
199795,1,29,3,4,R,1023,R,375,R,648,R,17,R,8,R,9,R,17,R,3,R,14,R,19,R,5,R,14,R,87,R,38,R,49,R,1,R,0,R,1,R,827,R,302,R,525,R,31,R,8,R,23,R,22,R,9,R,13,R,2,R,2,R,0,R,0,A,,R,0,R,1023
199795,2,99,3,1,R,1023,R,375,R,648,R,17,R,8,R,9,R,17,R,3,R,14,R,19,R,5,R,14,R,87,R,38,R,49,R,1,R,0,R,1,R,827,R,302,R,525,R,31,R,8,R,23,R,22,R,9,R,13,R,2,R,2,R,0,R,0,A,,R,0,R,1023
199795,3,99,3,1,R,472,R,147,R,325,R,11,R,4,R,7,R,5,R,1,R,4,R,12,R,1,R,11,R,28,R,12,R,16,R,1,R,0,R,1,R,387,R,119,R,268,R,11,R,3,R,8,R,15,R,5,R,10,R,2,R,2,R,0,A,,A,,A,,A,
199795,4,99,3,1,R,104,R,38,R,66,R,4,R,0,R,4,R,0,R,0,R,0,R,4,R,1,R,3,R,8,R,5,R,3,R,0,R,0,R,0,R,80,R,29,R,51,R,2,R,1,R,1,R,6,R,2,R,4,R,0,R,0,R,0,A,,A,,A,,A,
199795,5,99,3,1,R,368,R,109,R,259,R,7,R,4,R,3,R,5,R,1,R,4,R,8,R,0,R,8,R,20,R,7,R,13,R,1,R,0,R,1,R,307,R,90,R,217,R,9,R,2,R,7,R,9,R,3,R,6,R,2,R,2,R,0,A,,A,,A,,A,
199795,11,99,3,1,R,551,R,228,R,323,R,6,R,4,R,2,R,12,R,2,R,10,R,7,R,4,R,3,R,59,R,26,R,33,R,0,R,0,R,0,R,440,R,183,R,257,R,20,R,5,R,15,R,7,R,4,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199795,19,99,3,1,R,28,R,3,R,25,R,2,R,0,R,2,R,2,R,0,R,2,R,1,R,0,R,1,R,2,R,0,R,2,R,0,R,0,R,0,R,19,R,3,R,16,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
199795,20,99,3,1,R,340,R,106,R,234,R,5,R,4,R,1,R,3,R,1,R,2,R,7,R,0,R,7,R,18,R,7,R,11,R,1,R,0,R,1,R,288,R,87,R,201,R,7,R,2,R,5,R,9,R,3,R,6,R,2,R,2,R,0,A,,A,,A,,A,
199795,21,14,1,4,R,339,R,116,R,223,R,4,R,1,R,3,R,2,R,0,R,2,R,9,R,1,R,8,R,31,R,15,R,16,R,0,R,0,R,0,R,274,R,89,R,185,R,11,R,6,R,5,R,7,R,3,R,4,R,1,R,1,R,0,A,,A,,A,,A,
199795,22,8,1,1,R,339,R,116,R,223,R,4,R,1,R,3,R,2,R,0,R,2,R,9,R,1,R,8,R,31,R,15,R,16,R,0,R,0,R,0,R,274,R,89,R,185,R,11,R,6,R,5,R,7,R,3,R,4,R,1,R,1,R,0,A,,A,,A,,A,
199795,23,6,1,1,R,193,R,62,R,131,R,4,R,1,R,3,R,1,R,0,R,1,R,7,R,0,R,7,R,15,R,8,R,7,R,0,R,0,R,0,R,150,R,46,R,104,R,8,R,3,R,5,R,7,R,3,R,4,R,1,R,1,R,0,A,,A,,A,,A,
199795,24,1,1,1,R,48,R,23,R,25,R,1,R,0,R,1,R,0,R,0,R,0,R,2,R,0,R,2,R,6,R,4,R,2,R,0,R,0,R,0,R,35,R,17,R,18,R,2,R,1,R,1,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
199795,25,99,1,1,R,145,R,39,R,106,R,3,R,1,R,2,R,1,R,0,R,1,R,5,R,0,R,5,R,9,R,4,R,5,R,0,R,0,R,0,R,115,R,29,R,86,R,6,R,2,R,4,R,5,R,2,R,3,R,1,R,1,R,0,A,,A,,A,,A,
199795,31,7,1,1,R,146,R,54,R,92,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,1,R,1,R,16,R,7,R,9,R,0,R,0,R,0,R,124,R,43,R,81,R,3,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
199795,39,2,1,1,R,7,R,1,R,6,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,1,R,4,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
199795,40,3,1,1,R,138,R,38,R,100,R,2,R,1,R,1,R,1,R,0,R,1,R,5,R,0,R,5,R,9,R,4,R,5,R,0,R,0,R,0,R,110,R,28,R,82,R,5,R,2,R,3,R,5,R,2,R,3,R,1,R,1,R,0,A,,A,,A,,A,
199795,41,28,2,4,R,684,R,259,R,425,R,13,R,7,R,6,R,15,R,3,R,12,R,10,R,4,R,6,R,56,R,23,R,33,R,1,R,0,R,1,R,553,R,213,R,340,R,20,R,2,R,18,R,15,R,6,R,9,R,1,R,1,R,0,A,,A,,A,,A,
199795,42,22,2,1,R,684,R,259,R,425,R,13,R,7,R,6,R,15,R,3,R,12,R,10,R,4,R,6,R,56,R,23,R,33,R,1,R,0,R,1,R,553,R,213,R,340,R,20,R,2,R,18,R,15,R,6,R,9,R,1,R,1,R,0,A,,A,,A,,A,
199795,43,20,2,1,R,279,R,85,R,194,R,7,R,3,R,4,R,4,R,1,R,3,R,5,R,1,R,4,R,13,R,4,R,9,R,1,R,0,R,1,R,237,R,73,R,164,R,3,R,0,R,3,R,8,R,2,R,6,R,1,R,1,R,0,A,,A,,A,,A,
199795,44,15,2,1,R,56,R,15,R,41,R,3,R,0,R,3,R,0,R,0,R,0,R,2,R,1,R,1,R,2,R,1,R,1,R,0,R,0,R,0,R,45,R,12,R,33,R,0,R,0,R,0,R,4,R,1,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199795,45,99,2,1,R,223,R,70,R,153,R,4,R,3,R,1,R,4,R,1,R,3,R,3,R,0,R,3,R,11,R,3,R,8,R,1,R,0,R,1,R,192,R,61,R,131,R,3,R,0,R,3,R,4,R,1,R,3,R,1,R,1,R,0,A,,A,,A,,A,
199795,51,21,2,1,R,405,R,174,R,231,R,6,R,4,R,2,R,11,R,2,R,9,R,5,R,3,R,2,R,43,R,19,R,24,R,0,R,0,R,0,R,316,R,140,R,176,R,17,R,2,R,15,R,7,R,4,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199795,59,16,2,1,R,21,R,2,R,19,R,1,R,0,R,1,R,2,R,0,R,2,R,1,R,0,R,1,R,2,R,0,R,2,R,0,R,0,R,0,R,14,R,2,R,12,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
199795,60,17,2,1,R,202,R,68,R,134,R,3,R,3,R,0,R,2,R,1,R,1,R,2,R,0,R,2,R,9,R,3,R,6,R,1,R,0,R,1,R,178,R,59,R,119,R,2,R,0,R,2,R,4,R,1,R,3,R,1,R,1,R,0,A,,A,,A,,A,
199838,1,29,3,4,R,2936,R,969,R,1967,R,24,R,7,R,17,R,45,R,10,R,35,R,1053,R,284,R,769,R,377,R,144,R,233,R,2,R,1,R,1,R,1170,R,422,R,748,R,97,R,32,R,65,R,158,R,67,R,91,R,10,R,2,R,8,R,0,A,,R,0,R,2936
199838,2,99,3,1,R,2936,R,969,R,1967,R,24,R,7,R,17,R,45,R,10,R,35,R,1053,R,284,R,769,R,377,R,144,R,233,R,2,R,1,R,1,R,1170,R,422,R,748,R,97,R,32,R,65,R,158,R,67,R,91,R,10,R,2,R,8,R,0,A,,R,0,R,2936
199838,3,99,3,1,R,1665,R,494,R,1171,R,7,R,1,R,6,R,12,R,1,R,11,R,685,R,169,R,516,R,168,R,57,R,111,R,1,R,0,R,1,R,656,R,220,R,436,R,51,R,14,R,37,R,75,R,30,R,45,R,10,R,2,R,8,A,,A,,A,,A,
199838,4,99,3,1,R,304,R,129,R,175,R,1,R,0,R,1,R,2,R,0,R,2,R,127,R,55,R,72,R,44,R,19,R,25,R,0,R,0,R,0,R,98,R,40,R,58,R,12,R,5,R,7,R,17,R,10,R,7,R,3,R,0,R,3,A,,A,,A,,A,
199838,5,99,3,1,R,1361,R,365,R,996,R,6,R,1,R,5,R,10,R,1,R,9,R,558,R,114,R,444,R,124,R,38,R,86,R,1,R,0,R,1,R,558,R,180,R,378,R,39,R,9,R,30,R,58,R,20,R,38,R,7,R,2,R,5,A,,A,,A,,A,
199838,11,99,3,1,R,1271,R,475,R,796,R,17,R,6,R,11,R,33,R,9,R,24,R,368,R,115,R,253,R,209,R,87,R,122,R,1,R,1,R,0,R,514,R,202,R,312,R,46,R,18,R,28,R,83,R,37,R,46,R,0,R,0,R,0,A,,A,,A,,A,
199838,19,99,3,1,R,170,R,50,R,120,R,0,R,0,R,0,R,2,R,0,R,2,R,89,R,21,R,68,R,19,R,6,R,13,R,0,R,0,R,0,R,43,R,18,R,25,R,8,R,2,R,6,R,9,R,3,R,6,R,0,R,0,R,0,A,,A,,A,,A,
199838,20,99,3,1,R,1191,R,315,R,876,R,6,R,1,R,5,R,8,R,1,R,7,R,469,R,93,R,376,R,105,R,32,R,73,R,1,R,0,R,1,R,515,R,162,R,353,R,31,R,7,R,24,R,49,R,17,R,32,R,7,R,2,R,5,A,,A,,A,,A,
199838,21,14,1,4,R,961,R,358,R,603,R,3,R,3,R,0,R,15,R,3,R,12,R,306,R,101,R,205,R,123,R,48,R,75,R,1,R,0,R,1,R,418,R,159,R,259,R,33,R,16,R,17,R,61,R,28,R,33,R,1,R,0,R,1,A,,A,,A,,A,
199838,22,8,1,1,R,961,R,358,R,603,R,3,R,3,R,0,R,15,R,3,R,12,R,306,R,101,R,205,R,123,R,48,R,75,R,1,R,0,R,1,R,418,R,159,R,259,R,33,R,16,R,17,R,61,R,28,R,33,R,1,R,0,R,1,A,,A,,A,,A,
199838,23,6,1,1,R,607,R,228,R,379,R,1,R,1,R,0,R,5,R,0,R,5,R,211,R,72,R,139,R,74,R,30,R,44,R,1,R,0,R,1,R,262,R,98,R,164,R,21,R,10,R,11,R,31,R,17,R,14,R,1,R,0,R,1,A,,A,,A,,A,
199838,24,1,1,1,R,168,R,77,R,91,R,0,R,0,R,0,R,1,R,0,R,1,R,68,R,35,R,33,R,25,R,12,R,13,R,0,R,0,R,0,R,60,R,22,R,38,R,6,R,3,R,3,R,8,R,5,R,3,R,0,R,0,R,0,A,,A,,A,,A,
199838,25,99,1,1,R,439,R,151,R,288,R,1,R,1,R,0,R,4,R,0,R,4,R,143,R,37,R,106,R,49,R,18,R,31,R,1,R,0,R,1,R,202,R,76,R,126,R,15,R,7,R,8,R,23,R,12,R,11,R,1,R,0,R,1,A,,A,,A,,A,
199838,31,7,1,1,R,354,R,130,R,224,R,2,R,2,R,0,R,10,R,3,R,7,R,95,R,29,R,66,R,49,R,18,R,31,R,0,R,0,R,0,R,156,R,61,R,95,R,12,R,6,R,6,R,30,R,11,R,19,R,0,R,0,R,0,A,,A,,A,,A,
199838,39,2,1,1,R,52,R,22,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,22,R,7,R,15,R,11,R,5,R,6,R,0,R,0,R,0,R,14,R,7,R,7,R,3,R,2,R,1,R,2,R,1,R,1,R,0,R,0,R,0,A,,A,,A,,A,
199838,40,3,1,1,R,387,R,129,R,258,R,1,R,1,R,0,R,4,R,0,R,4,R,121,R,30,R,91,R,38,R,13,R,25,R,1,R,0,R,1,R,188,R,69,R,119,R,12,R,5,R,7,R,21,R,11,R,10,R,1,R,0,R,1,A,,A,,A,,A,
199838,41,28,2,4,R,1975,R,611,R,1364,R,21,R,4,R,17,R,30,R,7,R,23,R,747,R,183,R,564,R,254,R,96,R,158,R,1,R,1,R,0,R,752,R,263,R,489,R,64,R,16,R,48,R,97,R,39,R,58,R,9,R,2,R,7,A,,A,,A,,A,
199838,42,22,2,1,R,1975,R,611,R,1364,R,21,R,4,R,17,R,30,R,7,R,23,R,747,R,183,R,564,R,254,R,96,R,158,R,1,R,1,R,0,R,752,R,263,R,489,R,64,R,16,R,48,R,97,R,39,R,58,R,9,R,2,R,7,A,,A,,A,,A,
199838,43,20,2,1,R,1058,R,266,R,792,R,6,R,0,R,6,R,7,R,1,R,6,R,474,R,97,R,377,R,94,R,27,R,67,R,0,R,0,R,0,R,394,R,122,R,272,R,30,R,4,R,26,R,44,R,13,R,31,R,9,R,2,R,7,A,,A,,A,,A,
199838,44,15,2,1,R,136,R,52,R,84,R,1,R,0,R,1,R,1,R,0,R,1,R,59,R,20,R,39,R,19,R,7,R,12,R,0,R,0,R,0,R,38,R,18,R,20,R,6,R,2,R,4,R,9,R,5,R,4,R,3,R,0,R,3,A,,A,,A,,A,
199838,45,99,2,1,R,922,R,214,R,708,R,5,R,0,R,5,R,6,R,1,R,5,R,415,R,77,R,338,R,75,R,20,R,55,R,0,R,0,R,0,R,356,R,104,R,252,R,24,R,2,R,22,R,35,R,8,R,27,R,6,R,2,R,4,A,,A,,A,,A,
199838,51,21,2,1,R,917,R,345,R,572,R,15,R,4,R,11,R,23,R,6,R,17,R,273,R,86,R,187,R,160,R,69,R,91,R,1,R,1,R,0,R,358,R,141,R,217,R,34,R,12,R,22,R,53,R,26,R,27,R,0,R,0,R,0,A,,A,,A,,A,
199838,59,16,2,1,R,118,R,28,R,90,R,0,R,0,R,0,R,2,R,0,R,2,R,67,R,14,R,53,R,8,R,1,R,7,R,0,R,0,R,0,R,29,R,11,R,18,R,5,R,0,R,5,R,7,R,2,R,5,R,0,R,0,R,0,A,,A,,A,,A,
199838,60,17,2,1,R,804,R,186,R,618,R,5,R,0,R,5,R,4,R,1,R,3,R,348,R,63,R,285,R,67,R,19,R,48,R,0,R,0,R,0,R,327,R,93,R,234,R,19,R,2,R,17,R,28,R,6,R,22,R,6,R,2,R,4,A,,A,,A,,A,
199847,1,29,3,4,R,9322,R,4026,R,5296,R,16,R,6,R,10,R,557,R,252,R,305,R,823,R,331,R,492,R,872,R,344,R,528,R,10,R,2,R,8,R,5699,R,2462,R,3237,R,364,R,173,R,191,R,412,R,175,R,237,R,569,R,281,R,288,R,18,S,,S,,S,
199847,2,99,3,1,R,5490,R,2461,R,3029,R,4,R,1,R,3,R,289,R,139,R,150,R,353,R,169,R,184,R,532,R,201,R,331,R,8,R,2,R,6,R,3574,R,1580,R,1994,R,253,R,130,R,123,R,160,R,81,R,79,R,317,R,158,R,159,R,2,S,,S,,S,
199847,3,99,3,1,R,5485,R,2460,R,3025,R,4,R,1,R,3,R,289,R,139,R,150,R,353,R,169,R,184,R,531,R,201,R,330,R,8,R,2,R,6,R,3572,R,1580,R,1992,R,253,R,130,R,123,R,158,R,80,R,78,R,317,R,158,R,159,A,,A,,A,,A,
199847,4,99,3,1,R,1464,R,671,R,793,R,2,R,1,R,1,R,52,R,26,R,26,R,66,R,26,R,40,R,135,R,48,R,87,Z,0,Z,0,Z,0,R,1020,R,475,R,545,R,57,R,30,R,27,R,89,R,45,R,44,R,43,R,20,R,23,A,,A,,A,,A,
