UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW,XEFGNDRUN,EFGNDRUN,XEFGNDRAN,EFGNDRAN,XEFGNDRUA,EFGNDRUA,XEFGNDRKN,EFGNDRKN
100654,1,29,3,4,R,7295,R,2959,R,4336,R,6,R,2,R,4,R,16,R,5,R,11,R,6326,R,2531,R,3795,R,156,R,68,R,88,R,5,R,2,R,3,R,174,R,75,R,99,R,155,R,60,R,95,R,231,R,82,R,149,R,226,R,134,R,92,R,12,A,,R,12,R,7283
100654,2,99,3,1,R,6370,R,2655,R,3715,R,6,R,2,R,4,R,14,R,5,R,9,R,5678,R,2331,R,3347,R,154,R,68,R,86,R,5,R,2,R,3,R,129,R,61,R,68,R,154,R,59,R,95,R,83,R,36,R,47,R,147,R,91,R,56,R,3,A,,R,3,R,6367
100654,3,99,3,1,R,6124,R,2585,R,3539,R,6,R,2,R,4,R,12,R,4,R,8,R,5521,R,2291,R,3230,R,126,R,57,R,69,R,5,R,2,R,3,R,96,R,49,R,47,R,138,R,54,R,84,R,74,R,35,R,39,R,146,R,91,R,55,A,,A,,A,,A,
100654,4,99,3,1,R,1968,R,832,R,1136,R,1,R,0,R,1,R,2,R,2,R,0,R,1824,R,762,R,1062,R,44,R,20,R,24,R,0,R,0,R,0,R,20,R,11,R,9,R,52,R,22,R,30,R,0,R,0,R,0,R,25,R,15,R,10,A,,A,,A,,A,
100654,5,99,3,1,R,4156,R,1753,R,2403,R,5,R,2,R,3,R,10,R,2,R,8,R,3697,R,1529,R,2168,R,82,R,37,R,45,R,5,R,2,R,3,R,76,R,38,R,38,R,86,R,32,R,54,R,74,R,35,R,39,R,121,R,76,R,45,A,,A,,A,,A,
100654,11,99,3,1,R,246,R,70,R,176,R,0,R,0,R,0,R,2,R,1,R,1,R,157,R,40,R,117,R,28,R,11,R,17,R,0,R,0,R,0,R,33,R,12,R,21,R,16,R,5,R,11,R,9,R,1,R,8,R,1,R,0,R,1,A,,A,,A,,A,
100654,12,99,3,3,R,925,R,304,R,621,R,0,R,0,R,0,R,2,R,0,R,2,R,648,R,200,R,448,R,2,R,0,R,2,R,0,R,0,R,0,R,45,R,14,R,31,R,1,R,1,R,0,R,148,R,46,R,102,R,79,R,43,R,36,R,9,A,,R,9,R,916
100654,19,99,3,1,R,225,R,104,R,121,R,0,R,0,R,0,R,0,R,0,R,0,R,158,R,69,R,89,R,13,R,6,R,7,R,1,R,1,R,0,R,17,R,7,R,10,R,11,R,6,R,5,R,0,R,0,R,0,R,25,R,15,R,10,A,,A,,A,,A,
100654,20,99,3,1,R,3931,R,1649,R,2282,R,5,R,2,R,3,R,10,R,2,R,8,R,3539,R,1460,R,2079,R,69,R,31,R,38,R,4,R,1,R,3,R,59,R,31,R,28,R,75,R,26,R,49,R,74,R,35,R,39,R,96,R,61,R,35,A,,A,,A,,A,
100654,21,14,1,4,R,6291,R,2560,R,3731,R,5,R,2,R,3,R,11,R,4,R,7,R,5554,R,2233,R,3321,R,122,R,54,R,68,R,5,R,2,R,3,R,116,R,49,R,67,R,129,R,50,R,79,R,150,R,48,R,102,R,199,R,118,R,81,A,,A,,A,,A,
100654,22,8,1,1,R,5673,R,2376,R,3297,R,5,R,2,R,3,R,10,R,4,R,6,R,5120,R,2109,R,3011,R,120,R,54,R,66,R,5,R,2,R,3,R,84,R,42,R,42,R,128,R,49,R,79,R,65,R,28,R,37,R,136,R,86,R,50,A,,A,,A,,A,
100654,23,6,1,1,R,5668,R,2375,R,3293,R,5,R,2,R,3,R,9,R,4,R,5,R,5117,R,2109,R,3008,R,120,R,54,R,66,R,5,R,2,R,3,R,83,R,41,R,42,R,128,R,49,R,79,R,65,R,28,R,37,R,136,R,86,R,50,A,,A,,A,,A,
100654,24,1,1,1,R,1939,R,818,R,1121,R,1,R,0,R,1,R,2,R,2,R,0,R,1804,R,753,R,1051,R,44,R,20,R,24,R,0,R,0,R,0,R,17,R,10,R,7,R,52,R,22,R,30,R,0,R,0,R,0,R,19,R,11,R,8,A,,A,,A,,A,
100654,25,99,1,1,R,3729,R,1557,R,2172,R,4,R,2,R,2,R,7,R,2,R,5,R,3313,R,1356,R,1957,R,76,R,34,R,42,R,5,R,2,R,3,R,66,R,31,R,35,R,76,R,27,R,49,R,65,R,28,R,37,R,117,R,75,R,42,A,,A,,A,,A,
100654,31,7,1,1,R,5,R,1,R,4,R,0,R,0,Z,0,R,1,R,0,R,1,R,3,R,0,R,3,R,0,R,0,Z,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
100654,32,11,1,3,R,618,R,184,R,434,R,0,R,0,R,0,R,1,R,0,R,1,R,434,R,124,R,310,R,2,R,0,R,2,R,0,R,0,R,0,R,32,R,7,R,25,R,1,R,1,R,0,R,85,R,20,R,65,R,63,R,32,R,31,A,,A,,A,,A,
100654,39,2,1,1,R,206,R,97,R,109,R,0,R,0,R,0,R,0,R,0,R,0,R,147,R,65,R,82,R,12,R,5,R,7,R,1,R,1,R,0,R,15,R,7,R,8,R,7,R,5,R,2,R,0,R,0,R,0,R,24,R,14,R,10,A,,A,,A,,A,
100654,40,3,1,1,R,3523,R,1460,R,2063,R,4,R,2,R,2,R,7,R,2,R,5,R,3166,R,1291,R,1875,R,64,R,29,R,35,R,4,R,1,R,3,R,51,R,24,R,27,R,69,R,22,R,47,R,65,R,28,R,37,R,93,R,61,R,32,A,,A,,A,,A,
100654,41,28,2,4,R,1004,R,399,R,605,R,1,R,0,R,1,R,5,R,1,R,4,R,772,R,298,R,474,R,34,R,14,R,20,R,0,R,0,R,0,R,58,R,26,R,32,R,26,R,10,R,16,R,81,R,34,R,47,R,27,R,16,R,11,A,,A,,A,,A,
100654,42,22,2,1,R,697,R,279,R,418,R,1,R,0,R,1,R,4,R,1,R,3,R,558,R,222,R,336,R,34,R,14,R,20,R,0,R,0,R,0,R,45,R,19,R,26,R,26,R,10,R,16,R,18,R,8,R,10,R,11,R,5,R,6,A,,A,,A,,A,
100654,43,20,2,1,R,456,R,210,R,246,R,1,R,0,R,1,R,3,R,0,R,3,R,404,R,182,R,222,R,6,R,3,R,3,R,0,R,0,R,0,R,13,R,8,R,5,R,10,R,5,R,5,R,9,R,7,R,2,R,10,R,5,R,5,A,,A,,A,,A,
100654,44,15,2,1,R,29,R,14,R,15,R,0,R,0,R,0,R,0,R,0,R,0,R,20,R,9,R,11,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,4,R,2,A,,A,,A,,A,
100654,45,99,2,1,R,427,R,196,R,231,R,1,R,0,R,1,R,3,R,0,R,3,R,384,R,173,R,211,R,6,R,3,R,3,R,0,R,0,R,0,R,10,R,7,R,3,R,10,R,5,R,5,R,9,R,7,R,2,R,4,R,1,R,3,A,,A,,A,,A,
100654,51,21,2,1,R,241,R,69,R,172,R,0,R,0,R,0,R,1,R,1,R,0,R,154,R,40,R,114,R,28,R,11,R,17,R,0,R,0,R,0,R,32,R,11,R,21,R,16,R,5,R,11,R,9,R,1,R,8,R,1,R,0,R,1,A,,A,,A,,A,
100654,52,25,2,3,R,307,R,120,R,187,R,0,R,0,R,0,R,1,R,0,R,1,R,214,R,76,R,138,R,0,R,0,R,0,R,0,R,0,R,0,R,13,R,7,R,6,R,0,R,0,R,0,R,63,R,26,R,37,R,16,R,11,R,5,A,,A,,A,,A,
100654,59,16,2,1,R,19,R,7,R,12,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,4,R,7,R,1,R,1,R,0,R,0,R,0,R,0,R,2,R,0,R,2,R,4,R,1,R,3,R,0,R,0,R,0,R,1,R,1,R,0,A,,A,,A,,A,
100654,60,17,2,1,R,408,R,189,R,219,R,1,R,0,R,1,R,3,R,0,R,3,R,373,R,169,R,204,R,5,R,2,R,3,R,0,R,0,R,0,R,8,R,7,R,1,R,6,R,4,R,2,R,9,R,7,R,2,R,3,R,0,R,3,A,,A,,A,,A,
100663,1,29,3,4,R,20905,R,7861,R,13044,R,28,R,14,R,14,R,1695,R,653,R,1042,R,4586,R,1312,R,3274,R,1384,R,493,R,891,R,12,R,6,R,6,R,10052,R,3808,R,6244,R,896,R,332,R,564,R,379,R,122,R,257,R,1873,R,1121,R,752,R,357,A,,R,357,R,20548
100663,2,99,3,1,R,11959,R,4417,R,7542,R,15,R,9,R,6,R,1123,R,432,R,691,R,3203,R,962,R,2241,R,1008,R,351,R,657,R,8,R,4,R,4,R,5537,R,2214,R,3323,R,620,R,232,R,388,R,84,R,27,R,57,R,361,R,186,R,175,R,17,A,,R,17,R,11942
100663,3,99,3,1,R,11635,R,4282,R,7353,R,15,R,9,R,6,R,1098,R,421,R,677,R,3147,R,945,R,2202,R,995,R,346,R,649,R,8,R,4,R,4,R,5411,R,2176,R,3235,R,606,R,224,R,382,R,82,R,27,R,55,R,273,R,130,R,143,A,,A,,A,,A,
100663,4,99,3,1,R,2014,R,684,R,1330,R,2,R,2,R,0,R,225,R,78,R,147,R,606,R,182,R,424,R,189,R,66,R,123,R,2,R,1,R,1,R,786,R,286,R,500,R,113,R,37,R,76,R,21,R,8,R,13,R,70,R,24,R,46,A,,A,,A,,A,
100663,5,99,3,1,R,9621,R,3598,R,6023,R,13,R,7,R,6,R,873,R,343,R,530,R,2541,R,763,R,1778,R,806,R,280,R,526,R,6,R,3,R,3,R,4625,R,1890,R,2735,R,493,R,187,R,306,R,61,R,19,R,42,R,203,R,106,R,97,A,,A,,A,,A,
100663,11,99,3,1,R,324,R,135,R,189,R,0,R,0,R,0,R,25,R,11,R,14,R,56,R,17,R,39,R,13,R,5,R,8,R,0,R,0,R,0,R,126,R,38,R,88,R,14,R,8,R,6,R,2,R,0,R,2,R,88,R,56,R,32,A,,A,,A,,A,
100663,12,99,3,3,R,8946,R,3444,R,5502,R,13,R,5,R,8,R,572,R,221,R,351,R,1383,R,350,R,1033,R,376,R,142,R,234,R,4,R,2,R,2,R,4515,R,1594,R,2921,R,276,R,100,R,176,R,295,R,95,R,200,R,1512,R,935,R,577,R,340,A,,R,340,R,8606
100663,19,99,3,1,R,1098,R,433,R,665,R,0,R,0,R,0,R,35,R,23,R,12,R,320,R,109,R,211,R,121,R,45,R,76,R,0,R,0,R,0,R,552,R,227,R,325,R,46,R,17,R,29,R,5,R,2,R,3,R,19,R,10,R,9,A,,A,,A,,A,
100663,20,99,3,1,R,8523,R,3165,R,5358,R,13,R,7,R,6,R,838,R,320,R,518,R,2221,R,654,R,1567,R,685,R,235,R,450,R,6,R,3,R,3,R,4073,R,1663,R,2410,R,447,R,170,R,277,R,56,R,17,R,39,R,184,R,96,R,88,A,,A,,A,,A,
100663,21,14,1,4,R,14679,R,5719,R,8960,R,19,R,10,R,9,R,1412,R,543,R,869,R,3127,R,934,R,2193,R,1050,R,378,R,672,R,8,R,3,R,5,R,6593,R,2599,R,3994,R,651,R,250,R,401,R,268,R,87,R,181,R,1551,R,915,R,636,A,,A,,A,,A,
100663,22,8,1,1,R,9592,R,3517,R,6075,R,8,R,6,R,2,R,1034,R,391,R,643,R,2551,R,783,R,1768,R,844,R,290,R,554,R,7,R,3,R,4,R,4267,R,1686,R,2581,R,501,R,185,R,316,R,76,R,24,R,52,R,304,R,149,R,155,A,,A,,A,,A,
100663,23,6,1,1,R,9535,R,3484,R,6051,R,8,R,6,R,2,R,1033,R,390,R,643,R,2548,R,781,R,1767,R,842,R,289,R,553,R,7,R,3,R,4,R,4264,R,1684,R,2580,R,499,R,184,R,315,R,74,R,24,R,50,R,260,R,123,R,137,A,,A,,A,,A,
100663,24,1,1,1,R,1993,R,673,R,1320,R,2,R,2,R,0,R,225,R,78,R,147,R,600,R,180,R,420,R,186,R,63,R,123,R,2,R,1,R,1,R,777,R,281,R,496,R,111,R,36,R,75,R,20,R,8,R,12,R,70,R,24,R,46,A,,A,,A,,A,
100663,25,99,1,1,R,7542,R,2811,R,4731,R,6,R,4,R,2,R,808,R,312,R,496,R,1948,R,601,R,1347,R,656,R,226,R,430,R,5,R,2,R,3,R,3487,R,1403,R,2084,R,388,R,148,R,240,R,54,R,16,R,38,R,190,R,99,R,91,A,,A,,A,,A,
100663,31,7,1,1,R,57,R,33,R,24,R,0,R,0,R,0,R,1,R,1,R,0,R,3,R,2,R,1,R,2,R,1,R,1,R,0,R,0,R,0,R,3,R,2,R,1,R,2,R,1,R,1,R,2,R,0,R,2,R,44,R,26,R,18,A,,A,,A,,A,
100663,32,11,1,3,R,5087,R,2202,R,2885,R,11,R,4,R,7,R,378,R,152,R,226,R,576,R,151,R,425,R,206,R,88,R,118,R,1,R,0,R,1,R,2326,R,913,R,1413,R,150,R,65,R,85,R,192,R,63,R,129,R,1247,R,766,R,481,A,,A,,A,,A,
100663,39,2,1,1,R,798,R,324,R,474,R,0,R,0,R,0,R,29,R,18,R,11,R,225,R,87,R,138,R,98,R,34,R,64,R,0,R,0,R,0,R,391,R,162,R,229,R,35,R,14,R,21,R,4,R,1,R,3,R,16,R,8,R,8,A,,A,,A,,A,
100663,40,3,1,1,R,6744,R,2487,R,4257,R,6,R,4,R,2,R,779,R,294,R,485,R,1723,R,514,R,1209,R,558,R,192,R,366,R,5,R,2,R,3,R,3096,R,1241,R,1855,R,353,R,134,R,219,R,50,R,15,R,35,R,174,R,91,R,83,A,,A,,A,,A,
100663,41,28,2,4,R,6226,R,2142,R,4084,R,9,R,4,R,5,R,283,R,110,R,173,R,1459,R,378,R,1081,R,334,R,115,R,219,R,4,R,3,R,1,R,3459,R,1209,R,2250,R,245,R,82,R,163,R,111,R,35,R,76,R,322,R,206,R,116,A,,A,,A,,A,
100663,42,22,2,1,R,2367,R,900,R,1467,R,7,R,3,R,4,R,89,R,41,R,48,R,652,R,179,R,473,R,164,R,61,R,103,R,1,R,1,R,0,R,1270,R,528,R,742,R,119,R,47,R,72,R,8,R,3,R,5,R,57,R,37,R,20,A,,A,,A,,A,
100663,43,20,2,1,R,2100,R,798,R,1302,R,7,R,3,R,4,R,65,R,31,R,34,R,599,R,164,R,435,R,153,R,57,R,96,R,1,R,1,R,0,R,1147,R,492,R,655,R,107,R,40,R,67,R,8,R,3,R,5,R,13,R,7,R,6,A,,A,,A,,A,
100663,44,15,2,1,R,21,R,11,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,2,R,4,R,3,R,3,R,0,R,0,R,0,R,0,R,9,R,5,R,4,R,2,R,1,R,1,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
100663,45,99,2,1,R,2079,R,787,R,1292,R,7,R,3,R,4,R,65,R,31,R,34,R,593,R,162,R,431,R,150,R,54,R,96,R,1,R,1,R,0,R,1138,R,487,R,651,R,105,R,39,R,66,R,7,R,3,R,4,R,13,R,7,R,6,A,,A,,A,,A,
100663,51,21,2,1,R,267,R,102,R,165,R,0,R,0,R,0,R,24,R,10,R,14,R,53,R,15,R,38,R,11,R,4,R,7,R,0,R,0,R,0,R,123,R,36,R,87,R,12,R,7,R,5,R,0,R,0,R,0,R,44,R,30,R,14,A,,A,,A,,A,
100663,52,25,2,3,R,3859,R,1242,R,2617,R,2,R,1,R,1,R,194,R,69,R,125,R,807,R,199,R,608,R,170,R,54,R,116,R,3,R,2,R,1,R,2189,R,681,R,1508,R,126,R,35,R,91,R,103,R,32,R,71,R,265,R,169,R,96,A,,A,,A,,A,
100663,59,16,2,1,R,300,R,109,R,191,R,0,R,0,R,0,R,6,R,5,R,1,R,95,R,22,R,73,R,23,R,11,R,12,R,0,R,0,R,0,R,161,R,65,R,96,R,11,R,3,R,8,R,1,R,1,R,0,R,3,R,2,R,1,A,,A,,A,,A,
100663,60,17,2,1,R,1779,R,678,R,1101,R,7,R,3,R,4,R,59,R,26,R,33,R,498,R,140,R,358,R,127,R,43,R,84,R,1,R,1,R,0,R,977,R,422,R,555,R,94,R,36,R,58,R,6,R,2,R,4,R,10,R,5,R,5,A,,A,,A,,A,
100690,1,29,3,4,R,639,R,273,R,366,R,10,R,6,R,4,R,5,R,4,R,1,R,360,R,95,R,265,R,17,R,14,R,3,R,4,R,3,R,1,R,231,R,147,R,84,Z,0,Z,0,Z,0,R,12,R,4,R,8,Z,0,Z,0,Z,0,R,0,A,,R,0,R,639
100690,2,99,3,1,R,243,R,85,R,158,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,168,R,42,R,126,R,5,R,5,Z,0,Z,0,Z,0,Z,0,R,64,R,35,R,29,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,R,0,A,,R,0,R,243
100690,3,99,3,1,R,241,R,83,R,158,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,168,R,42,R,126,R,5,R,5,Z,0,Z,0,Z,0,Z,0,R,62,R,33,R,29,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,5,99,3,1,R,241,R,83,R,158,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,168,R,42,R,126,R,5,R,5,Z,0,Z,0,Z,0,Z,0,R,62,R,33,R,29,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,11,99,3,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,12,99,3,3,R,396,R,188,R,208,R,10,R,6,R,4,R,4,R,3,R,1,R,192,R,53,R,139,R,12,R,9,R,3,R,4,R,3,R,1,R,167,R,112,R,55,Z,0,Z,0,Z,0,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,0,A,,R,0,R,396
100690,19,99,3,1,R,199,R,73,R,126,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,137,R,37,R,100,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,54,R,30,R,24,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,20,99,3,1,R,42,R,10,R,32,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,31,R,5,R,26,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,8,R,3,R,5,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,21,14,1,4,R,266,R,119,R,147,R,4,R,3,R,1,R,2,R,2,Z,0,R,156,R,49,R,107,R,7,R,6,R,1,R,3,R,2,R,1,R,86,R,53,R,33,Z,0,Z,0,Z,0,R,8,R,4,R,4,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,22,8,1,1,R,144,R,49,R,95,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,106,R,28,R,78,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,30,R,15,R,15,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,23,6,1,1,R,144,R,49,R,95,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,106,R,28,R,78,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,30,R,15,R,15,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,25,99,1,1,R,144,R,49,R,95,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,106,R,28,R,78,R,3,R,3,Z,0,Z,0,Z,0,Z,0,R,30,R,15,R,15,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,32,11,1,3,R,122,R,70,R,52,R,4,R,3,R,1,R,1,R,1,Z,0,R,50,R,21,R,29,R,4,R,3,R,1,R,3,R,2,R,1,R,56,R,38,R,18,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,39,2,1,1,R,117,R,40,R,77,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,86,R,23,R,63,R,1,R,1,Z,0,Z,0,Z,0,Z,0,R,25,R,13,R,12,Z,0,Z,0,Z,0,R,4,R,2,R,2,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,40,3,1,1,R,27,R,9,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,5,R,15,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,5,R,2,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,41,28,2,4,R,373,R,154,R,219,R,6,R,3,R,3,R,3,R,2,R,1,R,204,R,46,R,158,R,10,R,8,R,2,R,1,R,1,Z,0,R,145,R,94,R,51,Z,0,Z,0,Z,0,R,4,Z,0,R,4,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,42,22,2,1,R,99,R,36,R,63,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,62,R,14,R,48,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,34,R,20,R,14,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,43,20,2,1,R,97,R,34,R,63,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,62,R,14,R,48,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,32,R,18,R,14,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,45,99,2,1,R,97,R,34,R,63,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,62,R,14,R,48,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,32,R,18,R,14,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,51,21,2,1,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,52,25,2,3,R,274,R,118,R,156,R,6,R,3,R,3,R,3,R,2,R,1,R,142,R,32,R,110,R,8,R,6,R,2,R,1,R,1,Z,0,R,111,R,74,R,37,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,59,16,2,1,R,82,R,33,R,49,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,51,R,14,R,37,R,2,R,2,Z,0,Z,0,Z,0,Z,0,R,29,R,17,R,12,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
100690,60,17,2,1,R,15,R,1,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,Z,0,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
100706,1,29,3,4,R,8564,R,5088,R,3476,R,54,R,33,R,21,R,367,R,209,R,158,R,820,R,383,R,437,R,608,R,326,R,282,R,13,R,9,R,4,R,5715,R,3515,R,2200,R,384,R,222,R,162,R,325,R,207,R,118,R,278,R,184,R,94,R,0,A,,R,0,R,8564
100706,2,99,3,1,R,6800,R,4133,R,2667,R,43,R,27,R,16,R,297,R,169,R,128,R,681,R,335,R,346,R,539,R,296,R,243,R,8,R,5,R,3,R,4544,R,2885,R,1659,R,359,R,208,R,151,R,253,R,160,R,93,R,76,R,48,R,28,R,0,A,,R,0,R,6800
100706,3,99,3,1,R,6591,R,4017,R,2574,R,42,R,26,R,16,R,282,R,161,R,121,R,619,R,307,R,312,R,527,R,291,R,236,R,8,R,5,R,3,R,4467,R,2839,R,1628,R,346,R,199,R,147,R,229,R,144,R,85,R,71,R,45,R,26,A,,A,,A,,A,
100706,4,99,3,1,R,1212,R,763,R,449,R,9,R,5,R,4,R,55,R,33,R,22,R,123,R,71,R,52,R,97,R,54,R,43,R,2,R,1,R,1,R,776,R,505,R,271,R,74,R,44,R,30,R,65,R,40,R,25,R,11,R,10,R,1,A,,A,,A,,A,
100706,5,99,3,1,R,5379,R,3254,R,2125,R,33,R,21,R,12,R,227,R,128,R,99,R,496,R,236,R,260,R,430,R,237,R,193,R,6,R,4,R,2,R,3691,R,2334,R,1357,R,272,R,155,R,117,R,164,R,104,R,60,R,60,R,35,R,25,A,,A,,A,,A,
100706,11,99,3,1,R,209,R,116,R,93,R,1,R,1,R,0,R,15,R,8,R,7,R,62,R,28,R,34,R,12,R,5,R,7,R,0,R,0,R,0,R,77,R,46,R,31,R,13,R,9,R,4,R,24,R,16,R,8,R,5,R,3,R,2,A,,A,,A,,A,
100706,12,99,3,3,R,1764,R,955,R,809,R,11,R,6,R,5,R,70,R,40,R,30,R,139,R,48,R,91,R,69,R,30,R,39,R,5,R,4,R,1,R,1171,R,630,R,541,R,25,R,14,R,11,R,72,R,47,R,25,R,202,R,136,R,66,R,0,A,,R,0,R,1764
100706,19,99,3,1,R,584,R,287,R,297,R,5,R,4,R,1,R,19,R,10,R,9,R,73,R,30,R,43,R,65,R,29,R,36,R,2,R,1,R,1,R,349,R,179,R,170,R,37,R,18,R,19,R,30,R,15,R,15,R,4,R,1,R,3,A,,A,,A,,A,
100706,20,99,3,1,R,4795,R,2967,R,1828,R,28,R,17,R,11,R,208,R,118,R,90,R,423,R,206,R,217,R,365,R,208,R,157,R,4,R,3,R,1,R,3342,R,2155,R,1187,R,235,R,137,R,98,R,134,R,89,R,45,R,56,R,34,R,22,A,,A,,A,,A,
100706,21,14,1,4,R,6286,R,3801,R,2485,R,40,R,23,R,17,R,274,R,155,R,119,R,538,R,274,R,264,R,461,R,249,R,212,R,9,R,5,R,4,R,4187,R,2614,R,1573,R,315,R,181,R,134,R,214,R,136,R,78,R,248,R,164,R,84,A,,A,,A,,A,
100706,22,8,1,1,R,5673,R,3463,R,2210,R,38,R,23,R,15,R,249,R,142,R,107,R,501,R,259,R,242,R,441,R,241,R,200,R,8,R,5,R,3,R,3859,R,2440,R,1419,R,307,R,178,R,129,R,200,R,129,R,71,R,70,R,46,R,24,A,,A,,A,,A,
100706,23,6,1,1,R,5670,R,3460,R,2210,R,38,R,23,R,15,R,249,R,142,R,107,R,501,R,259,R,242,R,441,R,241,R,200,R,8,R,5,R,3,R,3858,R,2439,R,1419,R,307,R,178,R,129,R,200,R,129,R,71,R,68,R,44,R,24,A,,A,,A,,A,
